"job_id","job_role","industry","country","year","automation_risk_percent","ai_replacement_score","skill_gap_index","salary_before_usd","salary_after_usd","salary_change_percent","skill_demand_growth_percent","remote_feasibility_score","ai_adoption_level","education_requirement_level","automation_risk_category","skill_transition_pressure","wage_volatility_index","reskilling_urgency_score","ai_disruption_intensity","risk_tier","safe_zone_flag","salary_direction"
3124,"Customer Support Rep","Healthcare","Australia",2026,"31.70","32.57","28.01","109148.87","123168.98","12.84","14.91","99.32","38.67",2,"Medium","29.86","12.84","24.94","12.2584","Low","Safe Zone","Growing"
3125,"Accountant","Transportation","Canada",2024,"42.57","47.76","57.84","34470.87","34179.80","-0.84","-1.53","32.76","12.65",4,"Medium","50.21","0.84","34.63","5.3851","Moderate","Transitional","Declining"
3126,"Financial Analyst","Retail","Germany",2023,"56.11","49.96","1.89","80210.37","71304.18","-11.10","-6.60","50.07","66.89",3,"Medium","29.00","11.10","26.34","37.5320","Moderate","Transitional","Declining"
3127,"Mechanical Engineer","Manufacturing","Brazil",2020,"53.15","62.45","51.77","86708.39","92639.97","6.84","-2.68","22.67","49.11",3,"Medium","52.46","6.84","38.84","26.1020","Moderate","Transitional","Growing"
3128,"HR Manager","Healthcare","India",2020,"39.49","41.99","91.76","143591.47","136080.43","-5.23","-2.30","83.05","51.83",1,"Medium","65.63","5.23","44.89","20.4677","Low","Transitional","Declining"
3129,"Truck Driver","Education","USA",2024,"56.71","61.49","60.19","146485.69","132106.52","-9.82","29.23","58.85","80.85",4,"Medium","58.45","9.82","43.69","45.8500","Moderate","Transitional","Declining"
3130,"Data Analyst","Energy","USA",2025,"42.89","45.41","97.14","104207.46","119964.94","15.12","-4.46","69.35","1.38",1,"Medium","70.02","15.12","50.83","0.5919","Moderate","Transitional","Growing"
3131,"Mechanical Engineer","Education","India",2024,"42.71","46.86","49.90","123554.54","127725.81","3.38","4.66","36.36","9.21",3,"Medium","46.31","3.38","33.07","3.9336","Moderate","Transitional","Growing"
3132,"Mechanical Engineer","Energy","Australia",2025,"40.10","40.77","34.91","59073.74","52703.55","-10.78","20.10","66.82","77.91",4,"Medium","37.50","10.78","29.75","31.2419","Moderate","Transitional","Declining"
3133,"Mechanical Engineer","Energy","Canada",2026,"63.27","60.11","56.79","83958.99","78210.90","-6.85","2.38","25.08","36.70",4,"High","60.03","6.85","44.40","23.2201","Moderate","Transitional","Declining"
3134,"Mechanical Engineer","Manufacturing","Germany",2024,"49.50","52.60","33.14","110099.89","112092.02","1.81","10.21","24.27","57.97",2,"Medium","41.32","1.81","30.29","28.6951","Moderate","Transitional","Growing"
3135,"Software Engineer","Education","Singapore",2023,"37.93","43.56","35.03","80753.47","85652.52","6.07","29.50","74.71","4.04",4,"Medium","36.48","6.07","27.50","1.5324","Low","Safe Zone","Growing"
3136,"Mechanical Engineer","Transportation","Japan",2026,"49.45","41.96","31.52","109395.22","104144.73","-4.80","-3.60","73.27","65.08",4,"Medium","40.49","4.80","30.68","32.1821","Moderate","Transitional","Declining"
3137,"Truck Driver","Healthcare","UK",2025,"31.37","32.34","14.73","60272.57","54382.32","-9.77","3.98","99.43","16.54",4,"Medium","23.05","9.77","19.90","5.1886","Low","Transitional","Declining"
3138,"Teacher","Technology","UK",2026,"64.69","73.23","99.45","81438.39","80774.25","-0.82","-7.97","15.40","62.07",3,"High","82.07","0.82","55.96","40.1531","Moderate","Transitional","Declining"
3139,"Teacher","Healthcare","Singapore",2022,"50.70","44.70","79.79","34472.25","32363.48","-6.12","7.28","32.61","72.19",1,"Medium","65.25","6.12","46.05","36.6003","Moderate","Transitional","Declining"
3140,"Teacher","Healthcare","UK",2024,"29.63","29.76","91.52","35956.12","41466.52","15.33","-8.59","80.12","39.26",2,"Low","60.57","15.33","43.91","11.6327","Low","Transitional","Growing"
3141,"Customer Support Rep","Finance","USA",2023,"36.33","35.36","77.19","123691.53","115859.55","-6.33","-0.25","92.85","4.40",4,"Medium","56.76","6.33","39.59","1.5985","Low","Transitional","Declining"
3142,"Accountant","Retail","Australia",2021,"61.43","50.29","83.79","138649.78","132612.84","-4.35","2.93","53.26","29.85",1,"High","72.61","4.35","51.01","18.3369","Moderate","Transitional","Declining"
3143,"Truck Driver","Transportation","UK",2022,"54.20","57.78","20.98","72834.19","77292.82","6.12","17.03","39.36","66.43",5,"Medium","37.59","6.12","29.81","36.0051","Moderate","Transitional","Growing"
3144,"HR Manager","Manufacturing","Germany",2023,"63.57","65.92","23.95","30029.43","31559.92","5.10","9.78","72.78","7.66",5,"High","43.76","5.10","34.14","4.8695","Moderate","Transitional","Growing"
3145,"Truck Driver","Transportation","Singapore",2026,"65.97","74.44","38.97","53760.09","60261.19","12.09","8.25","14.40","59.70",2,"High","52.47","12.09","41.71","39.3841","Moderate","Transitional","Growing"
3146,"Truck Driver","Technology","Australia",2020,"70.02","72.89","65.00","105765.04","101971.18","-3.59","0.00","65.71","1.77",1,"High","67.51","3.59","48.58","1.2394","High","High Risk","Declining"
3147,"Mechanical Engineer","Energy","Canada",2021,"54.43","58.03","23.92","101775.94","84595.94","-16.88","7.40","51.67","90.96",2,"Medium","39.18","16.88","34.01","49.5095","Moderate","Transitional","Declining"
3148,"Financial Analyst","Energy","Germany",2023,"39.86","41.93","3.54","39336.01","34582.84","-12.08","-1.64","77.26","17.00",4,"Medium","21.70","12.08","20.63","6.7762","Low","Transitional","Declining"
3149,"Software Engineer","Retail","UK",2022,"17.25","16.78","33.14","100247.07","89508.42","-10.71","-11.23","87.66","88.45",3,"Low","25.20","10.71","20.06","15.2576","Low","Transitional","Declining"
3150,"Marketing Specialist","Transportation","India",2024,"67.94","77.85","56.97","107547.99","123052.60","14.42","7.89","59.59","11.11",2,"High","62.46","14.42","48.59","7.5481","Moderate","Transitional","Growing"
3151,"Financial Analyst","Retail","Australia",2025,"66.67","73.62","82.03","52851.54","47920.34","-9.33","-5.43","55.73","13.39",3,"High","74.35","9.33","54.08","8.9271","Moderate","Transitional","Declining"
3152,"Accountant","Education","Japan",2020,"36.98","32.28","26.48","114766.52","108978.70","-5.04","5.72","17.67","70.51",1,"Medium","31.73","5.04","24.25","26.0746","Low","Transitional","Declining"
3153,"Truck Driver","Education","Singapore",2021,"76.49","86.10","47.42","133176.90","126347.34","-5.13","-1.83","22.11","79.75",2,"High","61.96","5.13","46.36","61.0008","High","High Risk","Declining"
3154,"Mechanical Engineer","Manufacturing","Australia",2025,"26.01","22.42","62.31","39249.84","33705.48","-14.13","8.03","30.97","81.10",4,"Low","44.16","14.13","33.34","21.0941","Low","Transitional","Declining"
3155,"HR Manager","Education","Australia",2025,"45.13","48.71","45.28","58526.16","58892.87","0.63","9.49","21.79","40.61",2,"Medium","45.21","0.63","31.83","18.3273","Moderate","Transitional","Growing"
3156,"Accountant","Education","Germany",2025,"33.05","29.27","93.34","135710.40","128140.81","-5.58","-6.35","78.61","20.85",5,"Medium","63.20","5.58","42.90","6.8909","Low","Transitional","Declining"
3157,"Marketing Specialist","Manufacturing","Germany",2023,"51.41","55.52","65.40","114769.04","124330.79","8.33","1.62","11.96","28.82",5,"Medium","58.41","8.33","42.68","14.8164","Moderate","Transitional","Growing"
3158,"Truck Driver","Technology","Australia",2024,"28.41","30.12","10.08","131484.82","128603.90","-2.19","5.68","74.33","86.20",1,"Low","19.25","2.19","15.05","24.4894","Low","Transitional","Declining"
3159,"Teacher","Healthcare","Australia",2020,"56.28","45.71","85.79","117895.67","99987.37","-15.19","-5.77","53.18","86.71",5,"Medium","71.04","15.19","52.81","48.8004","Moderate","Transitional","Declining"
3160,"Truck Driver","Energy","Canada",2020,"42.64","35.84","86.46","33154.78","32280.47","-2.64","10.58","55.74","13.23",4,"Medium","64.55","2.64","43.79","5.6413","Moderate","Transitional","Declining"
3161,"Teacher","Manufacturing","Canada",2025,"73.16","80.47","92.42","111987.49","105574.01","-5.73","-4.42","53.82","60.73",2,"High","82.79","5.73","58.71","44.4301","High","High Risk","Declining"
3162,"Mechanical Engineer","Technology","Japan",2021,"74.85","71.38","70.31","145321.06","168515.60","15.96","-0.45","36.42","33.40",2,"High","72.58","15.96","55.82","24.9999","High","High Risk","Growing"
3163,"Software Engineer","Education","Australia",2026,"5.00","5.94","81.35","41270.15","47844.93","15.93","-5.38","19.58","48.89",5,"Low","43.18","15.93","31.18","2.4445","Low","Transitional","Growing"
3164,"Truck Driver","Healthcare","Canada",2022,"55.99","49.63","30.03","146054.20","132357.43","-9.38","-1.92","58.26","67.10",4,"Medium","43.01","9.38","34.22","37.5693","Moderate","Transitional","Declining"
3165,"Mechanical Engineer","Manufacturing","Germany",2024,"60.76","66.94","3.68","77251.25","79174.30","2.49","6.68","64.20","5.23",5,"High","32.22","2.49","26.16","3.1777","Moderate","Transitional","Growing"
3166,"Data Analyst","Retail","USA",2025,"27.77","23.04","74.85","37620.66","36359.30","-3.35","-7.69","51.64","40.65",2,"Low","51.31","3.35","34.57","11.2885","Low","Transitional","Declining"
3167,"Financial Analyst","Retail","Germany",2026,"42.44","46.06","36.93","95730.06","86077.73","-10.08","-8.54","65.24","49.05",4,"Medium","39.69","10.08","31.08","20.8168","Moderate","Transitional","Declining"
3168,"Teacher","Technology","Canada",2022,"60.61","62.08","80.36","83208.99","100460.34","20.73","3.91","29.91","38.59",2,"High","70.49","20.73","54.57","23.3894","Moderate","Transitional","Growing"
3169,"Accountant","Retail","USA",2020,"53.74","43.61","43.70","101861.99","102469.72","0.60","-13.14","15.08","24.08",4,"Medium","48.72","0.60","34.79","12.9406","Moderate","Transitional","Growing"
3170,"Data Analyst","Education","Japan",2026,"54.24","46.07","25.77","143285.10","150629.65","5.13","10.89","87.81","74.96",2,"Medium","40.01","5.13","30.97","40.6583","Moderate","Transitional","Growing"
3171,"Truck Driver","Transportation","Brazil",2021,"33.44","33.66","44.42","67338.19","66431.71","-1.35","17.54","15.43","27.50",5,"Medium","38.93","1.35","27.11","9.1960","Low","Transitional","Declining"
3172,"Truck Driver","Education","India",2022,"41.00","47.36","64.74","97245.15","118549.48","21.91","5.97","77.94","55.44",4,"Medium","52.87","21.91","42.40","22.7304","Moderate","Transitional","Growing"
3173,"HR Manager","Manufacturing","Japan",2022,"75.68","90.11","99.53","110326.93","108672.45","-1.50","11.79","87.36","90.92",2,"High","87.61","1.50","60.58","68.8083","High","High Risk","Declining"
3174,"Marketing Specialist","Healthcare","Australia",2020,"73.29","82.99","40.66","49068.90","54741.82","11.56","-2.18","30.96","47.83",1,"High","56.98","11.56","44.98","35.0546","High","High Risk","Growing"
3175,"Software Engineer","Education","Brazil",2023,"39.58","41.22","93.57","109379.16","113709.46","3.96","18.84","85.02","26.37",3,"Medium","66.57","3.96","45.09","10.4372","Low","Safe Zone","Growing"
3176,"Accountant","Education","Singapore",2024,"24.69","28.90","69.35","110583.07","85598.25","-22.59","-0.99","60.01","12.06",1,"Low","47.02","22.59","37.46","2.9776","Low","Transitional","Declining"
3177,"Teacher","Education","Singapore",2021,"41.83","41.08","53.83","106162.27","107446.94","1.21","8.64","89.54","55.63",3,"Medium","47.83","1.21","33.24","23.2700","Moderate","Transitional","Growing"
3178,"Marketing Specialist","Technology","Canada",2022,"53.88","44.61","13.33","99560.45","112274.15","12.77","0.54","58.89","88.23",5,"Medium","33.61","12.77","29.38","47.5383","Moderate","Transitional","Growing"
3179,"Marketing Specialist","Technology","Brazil",2020,"78.06","67.06","39.48","109797.72","97887.32","-10.85","-4.06","83.24","98.04",2,"High","58.77","10.85","46.32","76.5300","High","High Risk","Declining"
3180,"Truck Driver","Finance","India",2021,"79.17","79.92","44.25","94757.73","97123.89","2.50","-27.13","28.31","90.37",2,"High","61.71","2.50","45.69","71.5459","High","High Risk","Growing"
3181,"Data Analyst","Healthcare","Germany",2020,"52.82","56.64","94.99","64127.32","64599.55","0.74","-2.84","34.98","91.50",3,"Medium","73.91","0.74","49.85","48.3303","Moderate","Transitional","Growing"
3182,"Mechanical Engineer","Education","India",2023,"41.59","48.22","29.91","76483.51","62226.49","-18.64","18.13","79.68","12.93",3,"Medium","35.75","18.64","31.20","5.3776","Moderate","Transitional","Declining"
3183,"Data Analyst","Energy","Singapore",2024,"30.61","33.04","40.70","37023.81","37132.78","0.29","23.88","11.02","61.27",1,"Medium","35.66","0.29","24.54","18.7547","Low","Safe Zone","Growing"
3184,"Financial Analyst","Transportation","Singapore",2025,"74.39","62.82","59.07","117440.27","134462.22","14.49","3.22","24.46","83.66",2,"High","66.73","14.49","51.82","62.2347","High","High Risk","Growing"
3185,"Financial Analyst","Finance","Germany",2023,"55.96","52.20","51.58","145869.00","145833.00","-0.02","-10.06","66.20","13.80",2,"Medium","53.77","0.02","37.86","7.7225","Moderate","Transitional","Declining"
3186,"Data Analyst","Retail","Germany",2021,"5.00","4.03","32.47","38873.68","38466.84","-1.05","-1.82","12.32","13.40",1,"Low","18.74","1.05","12.06","0.6700","Low","Transitional","Declining"
3187,"Financial Analyst","Technology","USA",2025,"32.60","31.22","93.98","77500.42","64762.18","-16.44","4.76","10.01","89.93",2,"Medium","63.29","16.44","46.17","29.3172","Low","Transitional","Declining"
3188,"Truck Driver","Technology","USA",2021,"30.72","36.42","13.08","102585.42","117174.52","14.22","1.14","12.90","68.98",2,"Medium","21.90","14.22","20.48","21.1907","Low","Safe Zone","Growing"
3189,"Accountant","Healthcare","Brazil",2022,"15.63","13.98","16.01","138880.37","114287.79","-17.71","15.09","46.51","11.91",3,"Low","15.82","17.71","16.37","1.8615","Low","Transitional","Declining"
3190,"Teacher","Transportation","USA",2024,"62.38","64.91","36.42","50588.99","57582.51","13.82","9.64","38.12","2.59",3,"High","49.40","13.82","40.02","1.6156","Moderate","Transitional","Growing"
3191,"Truck Driver","Technology","Singapore",2024,"40.00","42.92","98.91","31605.15","30406.65","-3.79","3.32","38.47","40.59",1,"Medium","69.46","3.79","46.81","16.2360","Moderate","Transitional","Declining"
3192,"Software Engineer","Manufacturing","USA",2021,"64.46","53.65","77.71","77464.13","77922.51","0.59","18.74","13.54","94.62",2,"High","71.09","0.59","49.27","60.9921","Moderate","Transitional","Growing"
3193,"Marketing Specialist","Energy","USA",2022,"15.79","16.41","87.77","39572.38","44628.22","12.78","7.12","98.77","72.43",1,"Low","51.78","12.78","36.48","11.4367","Low","Safe Zone","Growing"
3194,"Marketing Specialist","Education","Brazil",2026,"29.48","31.84","70.58","113995.92","117299.15","2.90","-3.07","95.85","46.58",2,"Low","50.03","2.90","33.84","13.7318","Low","Transitional","Growing"
3195,"Teacher","Manufacturing","UK",2024,"77.24","90.77","90.29","139182.12","142446.91","2.35","11.01","38.09","79.34",1,"High","83.77","2.35","58.69","61.2822","High","High Risk","Growing"
3196,"Marketing Specialist","Retail","Canada",2024,"44.19","37.86","88.45","70639.43","63049.24","-10.74","15.20","55.01","81.63",3,"Medium","66.32","10.74","47.43","36.0723","Moderate","Transitional","Declining"
3197,"Financial Analyst","Transportation","UK",2026,"20.97","24.98","7.02","94081.07","88975.66","-5.43","0.92","75.20","4.20",2,"Low","14.00","5.43","12.12","0.8807","Low","Transitional","Declining"
3198,"Marketing Specialist","Retail","Australia",2021,"43.97","49.18","56.03","52561.59","56904.70","8.26","4.75","65.55","72.15",3,"Medium","50.00","8.26","36.88","31.7244","Moderate","Transitional","Growing"
3199,"HR Manager","Transportation","India",2025,"33.54","29.36","25.56","93981.31","97142.44","3.36","-12.62","73.70","73.44",3,"Medium","29.55","3.36","22.09","24.6318","Low","Transitional","Growing"
3200,"Truck Driver","Technology","Japan",2024,"36.53","40.19","67.27","31440.62","31975.74","1.70","-0.13","44.53","14.61",5,"Medium","51.90","1.70","35.30","5.3370","Low","Transitional","Growing"
3201,"Teacher","Manufacturing","UK",2020,"13.11","11.32","95.75","117307.88","125499.08","6.98","5.44","65.72","72.56",1,"Low","54.43","6.98","36.06","9.5126","Low","Safe Zone","Growing"
3202,"Teacher","Finance","Germany",2021,"29.79","30.85","14.35","78537.98","77100.71","-1.83","-1.93","85.87","37.79",5,"Low","22.07","1.83","16.77","11.2576","Low","Transitional","Declining"
3203,"HR Manager","Manufacturing","Canada",2022,"68.21","72.48","50.95","58427.00","64075.17","9.67","20.06","49.69","24.03",4,"High","59.58","9.67","45.47","16.3909","Moderate","Transitional","Growing"
3204,"Software Engineer","Manufacturing","Canada",2021,"30.15","34.64","83.68","142965.75","129949.90","-9.10","-10.50","11.69","94.29",5,"Medium","56.92","9.10","39.89","28.4284","Low","Transitional","Declining"
3205,"Software Engineer","Retail","USA",2021,"23.06","22.17","90.78","93191.81","81440.56","-12.61","7.58","54.88","91.82",2,"Low","56.92","12.61","40.24","21.1737","Low","Transitional","Declining"
3206,"Mechanical Engineer","Manufacturing","Japan",2025,"49.11","44.30","3.12","70356.21","66508.87","-5.47","5.87","64.88","52.34",4,"Medium","26.12","5.47","22.22","25.7042","Moderate","Transitional","Declining"
